var,coef
2612.zempt#2012b.year,-.42326716
2612.zempt#2013.year,.46206126
2612.zempt#2014.year,.55167037
2612.zempt#2015.year,1.059949
2612.zempt#2016.year,.24984409
2612.zempt#2017.year,.69989562
2612.zempt#2018.year,.97805458
2612.zempt#2019.year,.20207547
2613.zempt#2012b.year,-.57365233
2613.zempt#2013.year,-.30763802
2613.zempt#2014.year,.68471605
2613.zempt#2015.year,-.027126411
2613.zempt#2016.year,-.6649068
2613.zempt#2017.year,-.39361033
2613.zempt#2018.year,.63265973
2613.zempt#2019.year,-.60472184
2614.zempt#2012b.year,-.16818397
2614.zempt#2013.year,.96230441
2614.zempt#2014.year,.8273918
2614.zempt#2015.year,1.3431127
2614.zempt#2016.year,.26364416
2614.zempt#2017.year,.85413897
2614.zempt#2018.year,1.9150245
2614.zempt#2019.year,.65441114
3110.zempt#2012b.year,2.0010288
3110.zempt#2013.year,1.9250112
3110.zempt#2014.year,1.9353812
3110.zempt#2015.year,2.1542652
3110.zempt#2016.year,1.4876671
3110.zempt#2017.year,2.158932
3110.zempt#2018.year,2.5839765
3110.zempt#2019.year,1.7095164
3111.zempt#2012b.year,2.3923674
3111.zempt#2013.year,2.6027067
3111.zempt#2014.year,2.8184297
3111.zempt#2015.year,2.8293717
3111.zempt#2016.year,2.0381145
3111.zempt#2017.year,2.8270445
3111.zempt#2018.year,3.2219694
3111.zempt#2019.year,2.4908981
3112.zempt#2012b.year,1.7715667
3112.zempt#2013.year,1.8337874
3112.zempt#2014.year,2.1188619
3112.zempt#2015.year,2.2603109
3112.zempt#2016.year,1.73634
3112.zempt#2017.year,2.3110077
3112.zempt#2018.year,2.8454525
3112.zempt#2019.year,2.0417628
3113.zempt#2012b.year,1.0065554
3113.zempt#2013.year,.68363506
3113.zempt#2014.year,.50287652
3113.zempt#2015.year,.42971343
3113.zempt#2016.year,.06023483
3113.zempt#2017.year,.58323556
3113.zempt#2018.year,1.0425012
3113.zempt#2019.year,.40081045
3114.zempt#2012b.year,.98638469
3114.zempt#2013.year,.98030859
3114.zempt#2014.year,1.1655806
3114.zempt#2015.year,1.1954204
3114.zempt#2016.year,.42695716
3114.zempt#2017.year,1.2270256
3114.zempt#2018.year,1.7341498
3114.zempt#2019.year,.24728331
3115.zempt#2012b.year,1.274387
3115.zempt#2013.year,1.2321652
3115.zempt#2014.year,1.4699897
3115.zempt#2015.year,1.5050353
3115.zempt#2016.year,.4111394
3115.zempt#2017.year,1.4800889
3115.zempt#2018.year,2.1539092
3115.zempt#2019.year,1.1804993
3116.zempt#2012b.year,.51871443
3116.zempt#2013.year,.57809854
3116.zempt#2014.year,.7829141
3116.zempt#2015.year,.90913802
3116.zempt#2016.year,.31189033
3116.zempt#2017.year,.79422581
3116.zempt#2018.year,.95611876
3116.zempt#2019.year,.06756822
3117.zempt#2012b.year,.42252588
3117.zempt#2013.year,.72663397
3117.zempt#2014.year,.76094079
3117.zempt#2015.year,.99630952
3117.zempt#2016.year,.27830479
3117.zempt#2017.year,.81273597
3117.zempt#2018.year,1.6530703
3117.zempt#2019.year,.58137345
3121.zempt#2012b.year,.5272401
3121.zempt#2013.year,.78662044
3121.zempt#2014.year,.8374396
3121.zempt#2015.year,.8088333
3121.zempt#2016.year,.236338
3121.zempt#2017.year,.55310184
3121.zempt#2018.year,1.0585898
3121.zempt#2019.year,.50607246
3122.zempt#2012b.year,.89365131
3122.zempt#2013.year,1.0840336
3122.zempt#2014.year,.95537943
3122.zempt#2015.year,1.1051102
3122.zempt#2016.year,.27033228
3122.zempt#2017.year,1.0441474
3122.zempt#2018.year,1.3639497
3122.zempt#2019.year,.34298992
3123.zempt#2012b.year,1.2341388
3123.zempt#2013.year,1.4306996
3123.zempt#2014.year,1.2990265
3123.zempt#2015.year,1.4123241
3123.zempt#2016.year,1.2486795
3123.zempt#2017.year,1.3541473
3123.zempt#2018.year,1.904367
3123.zempt#2019.year,1.0762101
3124.zempt#2012b.year,.2530039
3124.zempt#2013.year,.6200006
3124.zempt#2014.year,.86261839
3124.zempt#2015.year,1.4730195
3124.zempt#2016.year,-.74730289
3124.zempt#2017.year,.44548437
3124.zempt#2018.year,.88879699
3124.zempt#2019.year,.25759155
3125.zempt#2012b.year,1.6590204
3125.zempt#2013.year,1.2556018
3125.zempt#2014.year,1.1530809
3125.zempt#2015.year,1.5414106
3125.zempt#2016.year,1.0736711
3125.zempt#2017.year,1.6121218
3125.zempt#2018.year,1.766654
3125.zempt#2019.year,.86154801
3126.zempt#2012b.year,.64966363
3126.zempt#2013.year,.65837055
3126.zempt#2014.year,.81268293
3126.zempt#2015.year,.62043905
3126.zempt#2016.year,.44596222
3126.zempt#2017.year,.82713026
3126.zempt#2018.year,1.1087164
3126.zempt#2019.year,.21997982
3127.zempt#2012b.year,.84142554
3127.zempt#2013.year,.43977672
3127.zempt#2014.year,.50662994
3127.zempt#2015.year,.95922917
3127.zempt#2016.year,.063341863
3127.zempt#2017.year,.77807266
3127.zempt#2018.year,1.0093644
3127.zempt#2019.year,.029152041
4101.zempt#2012b.year,.62526083
4101.zempt#2013.year,.56625682
4101.zempt#2014.year,.50516665
4101.zempt#2015.year,.6979503
4101.zempt#2016.year,-.013788795
4101.zempt#2017.year,.61070532
4101.zempt#2018.year,1.2420546
4101.zempt#2019.year,.10233931
4102.zempt#2012b.year,1.103054
4102.zempt#2013.year,.55052519
4102.zempt#2014.year,1.1127561
4102.zempt#2015.year,.71060073
4102.zempt#2016.year,-.18790038
4102.zempt#2017.year,.11089325
4102.zempt#2018.year,1.2295314
4102.zempt#2019.year,-.081989199
4103.zempt#2012b.year,1.2758386
4103.zempt#2013.year,1.1985886
4103.zempt#2014.year,1.5314106
4103.zempt#2015.year,1.7330303
4103.zempt#2016.year,.95737028
4103.zempt#2017.year,1.634883
4103.zempt#2018.year,2.0215828
4103.zempt#2019.year,1.3509742
4104.zempt#2012b.year,.89065146
4104.zempt#2013.year,1.311024
4104.zempt#2014.year,1.3188374
4104.zempt#2015.year,1.6191643
4104.zempt#2016.year,.8404277
4104.zempt#2017.year,.97886199
4104.zempt#2018.year,1.2349851
4104.zempt#2019.year,.52204508
4105.zempt#2012b.year,.23072018
4105.zempt#2013.year,-.046935316
4105.zempt#2014.year,-.048434488
4105.zempt#2015.year,.43126339
4105.zempt#2016.year,-.30332893
4105.zempt#2017.year,.064101048
4105.zempt#2018.year,1.5100547
4105.zempt#2019.year,1.1561419
4106.zempt#2012b.year,.41501874
4106.zempt#2013.year,.60333288
4106.zempt#2014.year,.76430732
4106.zempt#2015.year,.83853596
4106.zempt#2016.year,-.022932276
4106.zempt#2017.year,.64138377
4106.zempt#2018.year,1.6301535
4106.zempt#2019.year,.55870098
4107.zempt#2012b.year,1.465416
4107.zempt#2013.year,1.4368514
4107.zempt#2014.year,1.6376562
4107.zempt#2015.year,1.5070989
4107.zempt#2016.year,.85702807
4107.zempt#2017.year,1.4189802
4107.zempt#2018.year,1.6710637
4107.zempt#2019.year,.91751951
4108.zempt#2012b.year,.94832665
4108.zempt#2013.year,1.1575261
4108.zempt#2014.year,1.4725658
4108.zempt#2015.year,1.3717229
4108.zempt#2016.year,.63951743
4108.zempt#2017.year,1.0873237
4108.zempt#2018.year,1.3326443
4108.zempt#2019.year,.31221274
4109.zempt#2012b.year,.061760224
4109.zempt#2013.year,.040737975
4109.zempt#2014.year,.5514043
4109.zempt#2015.year,.51459515
4109.zempt#2016.year,.088811912
4109.zempt#2017.year,.11620911
4109.zempt#2018.year,.35258678
4109.zempt#2019.year,-.2196569
4110.zempt#2012b.year,1.3725786
4110.zempt#2013.year,1.5773489
4110.zempt#2014.year,1.8292264
4110.zempt#2015.year,1.7487113
4110.zempt#2016.year,1.1657169
4110.zempt#2017.year,1.789458
4110.zempt#2018.year,2.1720541
4110.zempt#2019.year,1.3639579
4111.zempt#2012b.year,2.1609597
4111.zempt#2013.year,1.7348891
4111.zempt#2014.year,2.5866957
4111.zempt#2015.year,2.1704447
4111.zempt#2016.year,1.5181978
4111.zempt#2017.year,2.0709803
4111.zempt#2018.year,2.5261648
4111.zempt#2019.year,1.4384168
4112.zempt#2012b.year,.58325195
4112.zempt#2013.year,.74925369
4112.zempt#2014.year,1.2180828
4112.zempt#2015.year,.766837
4112.zempt#2016.year,-.15578069
4112.zempt#2017.year,.62964129
4112.zempt#2018.year,1.0289871
4112.zempt#2019.year,.53910786
4113.zempt#2012b.year,-.0068647177
4113.zempt#2013.year,.51404411
4113.zempt#2014.year,-.069910645
4113.zempt#2015.year,.18520066
4113.zempt#2016.year,-.67266488
4113.zempt#2017.year,.14079326
4113.zempt#2018.year,.1249157
4113.zempt#2019.year,-.15087734
4114.zempt#2012b.year,.38861126
4114.zempt#2013.year,.52685159
4114.zempt#2014.year,.69052005
4114.zempt#2015.year,.51023829
4114.zempt#2016.year,.061481584
4114.zempt#2017.year,.42671633
4114.zempt#2018.year,1.0217901
4114.zempt#2019.year,.033999015
4115.zempt#2012b.year,1.3224487
4115.zempt#2013.year,1.4799031
4115.zempt#2014.year,1.2346404
4115.zempt#2015.year,1.4160898
4115.zempt#2016.year,.99685472
4115.zempt#2017.year,1.1745551
4115.zempt#2018.year,1.5453483
4115.zempt#2019.year,.93346083
4201.zempt#2012b.year,1.4831827
4201.zempt#2013.year,1.6170542
4201.zempt#2014.year,2.0504003
4201.zempt#2015.year,1.8917873
4201.zempt#2016.year,1.1805089
4201.zempt#2017.year,1.8870946
4201.zempt#2018.year,2.3245373
4201.zempt#2019.year,1.7603121
4202.zempt#2012b.year,1.5549769
4202.zempt#2013.year,1.7134414
4202.zempt#2014.year,1.8508925
4202.zempt#2015.year,1.9767604
4202.zempt#2016.year,1.1086866
4202.zempt#2017.year,2.22192
4202.zempt#2018.year,2.6634693
4202.zempt#2019.year,1.9330627
4203.zempt#2012b.year,.99833375
4203.zempt#2013.year,1.4522355
4203.zempt#2014.year,1.4068632
4203.zempt#2015.year,1.5070142
4203.zempt#2016.year,.64424473
4203.zempt#2017.year,1.3499609
4203.zempt#2018.year,1.6949977
4203.zempt#2019.year,.81015491
4204.zempt#2012b.year,1.4404438
4204.zempt#2013.year,1.6271951
4204.zempt#2014.year,1.7305496
4204.zempt#2015.year,1.7153996
4204.zempt#2016.year,1.690634
4204.zempt#2017.year,2.4559767
4204.zempt#2018.year,2.8773537
4204.zempt#2019.year,1.7152138
4205.zempt#2012b.year,2.0754697
4205.zempt#2013.year,2.2184558
4205.zempt#2014.year,2.4538486
4205.zempt#2015.year,2.4580181
4205.zempt#2016.year,1.628219
4205.zempt#2017.year,2.454396
4205.zempt#2018.year,3.4240968
4205.zempt#2019.year,2.2300687
4206.zempt#2012b.year,1.3019615
4206.zempt#2013.year,1.2716453
4206.zempt#2014.year,1.3472365
4206.zempt#2015.year,1.3339671
4206.zempt#2016.year,.33031979
4206.zempt#2017.year,1.3812499
4206.zempt#2018.year,1.5725923
4206.zempt#2019.year,.73570639
4207.zempt#2012b.year,1.7708713
4207.zempt#2013.year,1.6877385
4207.zempt#2014.year,1.8527912
4207.zempt#2015.year,1.8735793
4207.zempt#2016.year,1.296232
4207.zempt#2017.year,1.7979621
4207.zempt#2018.year,2.2221088
4207.zempt#2019.year,1.5151987
4208.zempt#2012b.year,1.5793395
4208.zempt#2013.year,1.5720125
4208.zempt#2014.year,1.6775088
4208.zempt#2015.year,2.0387628
4208.zempt#2016.year,1.3465142
4208.zempt#2017.year,1.7194602
4208.zempt#2018.year,2.2749434
4208.zempt#2019.year,1.3560232
4209.zempt#2012b.year,1.736477
4209.zempt#2013.year,1.3099118
4209.zempt#2014.year,1.3391432
4209.zempt#2015.year,1.5943116
4209.zempt#2016.year,.77152061
4209.zempt#2017.year,2.133945
4209.zempt#2018.year,2.5533891
4209.zempt#2019.year,1.715554
4301.zempt#2012b.year,.17627148
4301.zempt#2013.year,.27123043
4301.zempt#2014.year,.39342755
4301.zempt#2015.year,.44597989
4301.zempt#2016.year,.693313
4301.zempt#2017.year,1.4005601
4301.zempt#2018.year,1.8845758
4301.zempt#2019.year,1.0885746
4302.zempt#2012b.year,.92682648
4302.zempt#2013.year,.9345898
4302.zempt#2014.year,.86526847
4302.zempt#2015.year,.84447724
4302.zempt#2016.year,.89571029
4302.zempt#2017.year,2.1005733
4302.zempt#2018.year,2.7693226
4302.zempt#2019.year,1.8649931
4303.zempt#2012b.year,.16400743
4303.zempt#2013.year,.10065167
4303.zempt#2014.year,.40494147
4303.zempt#2015.year,.59685355
4303.zempt#2016.year,.89723086
4303.zempt#2017.year,2.0492766
4303.zempt#2018.year,2.1318316
4303.zempt#2019.year,1.1156784
4304.zempt#2012b.year,-.12032939
4304.zempt#2013.year,.22870399
4304.zempt#2014.year,.11698243
4304.zempt#2015.year,.18146448
4304.zempt#2016.year,.9951151
4304.zempt#2017.year,1.8125418
4304.zempt#2018.year,1.563996
4304.zempt#2019.year,.57498735
4305.zempt#2012b.year,.39784724
4305.zempt#2013.year,.18533763
4305.zempt#2014.year,.63496166
4305.zempt#2015.year,1.0013826
4305.zempt#2016.year,.62753361
4305.zempt#2017.year,1.0269881
4305.zempt#2018.year,1.5633227
4305.zempt#2019.year,1.0781434
4306.zempt#2012b.year,-.69856334
4306.zempt#2013.year,-.38223943
4306.zempt#2014.year,.016371775
4306.zempt#2015.year,.086656056
4306.zempt#2016.year,.3276161
4306.zempt#2017.year,.67922521
4306.zempt#2018.year,.91309321
4306.zempt#2019.year,.384918
4307.zempt#2012b.year,-.42571503
4307.zempt#2013.year,-.27000743
4307.zempt#2014.year,.043997735
4307.zempt#2015.year,-.0070016575
4307.zempt#2016.year,.14796531
4307.zempt#2017.year,1.3311876
4307.zempt#2018.year,1.3088546
4307.zempt#2019.year,.20779131
4308.zempt#2012b.year,-.74108917
4308.zempt#2013.year,-.64461511
4308.zempt#2014.year,-.14570861
4308.zempt#2015.year,-.086573571
4308.zempt#2016.year,.13748617
4308.zempt#2017.year,.73262489
4308.zempt#2018.year,1.3412825
4308.zempt#2019.year,.83562517
4309.zempt#2012b.year,-1.0061735
4309.zempt#2013.year,-1.2045696
4309.zempt#2014.year,-1.0089321
4309.zempt#2015.year,-.88071424
4309.zempt#2016.year,-.72419411
4309.zempt#2017.year,-.087476939
4309.zempt#2018.year,-.024203198
4309.zempt#2019.year,-.41354045
5201.zempt#2012b.year,.46055523
5201.zempt#2013.year,.85505313
5201.zempt#2014.year,1.0503783
5201.zempt#2015.year,1.4289273
5201.zempt#2016.year,-.046004485
5201.zempt#2017.year,1.5083127
5201.zempt#2018.year,2.0848169
5201.zempt#2019.year,1.3671886
5202.zempt#2012b.year,-.41667652
5202.zempt#2013.year,.045117345
5202.zempt#2014.year,1.219488
5202.zempt#2015.year,.76301509
5202.zempt#2016.year,-.33216545
5202.zempt#2017.year,.42274615
5202.zempt#2018.year,.97610998
5202.zempt#2019.year,.11132789
5203.zempt#2012b.year,1.7389295
5203.zempt#2013.year,1.8294457
5203.zempt#2014.year,2.0545285
5203.zempt#2015.year,2.247797
5203.zempt#2016.year,1.3903452
5203.zempt#2017.year,2.2078607
5203.zempt#2018.year,2.6948886
5203.zempt#2019.year,2.053292
5204.zempt#2012b.year,1.2209828
5204.zempt#2013.year,1.4859651
5204.zempt#2014.year,1.3870374
5204.zempt#2015.year,1.7233263
5204.zempt#2016.year,.98282403
5204.zempt#2017.year,1.3656993
5204.zempt#2018.year,2.1640794
5204.zempt#2019.year,1.2575402
5205.zempt#2012b.year,.782538
5205.zempt#2013.year,1.034884
5205.zempt#2014.year,1.1333119
5205.zempt#2015.year,1.2235436
5205.zempt#2016.year,.41362271
5205.zempt#2017.year,1.0505431
5205.zempt#2018.year,1.6121637
5205.zempt#2019.year,.6419763
5206.zempt#2012b.year,.36201864
5206.zempt#2013.year,.57806104
5206.zempt#2014.year,.53275299
5206.zempt#2015.year,.71312839
5206.zempt#2016.year,-.28042382
5206.zempt#2017.year,.75517344
5206.zempt#2018.year,1.1242088
5206.zempt#2019.year,.82610059
5207.zempt#2012b.year,.097693227
5207.zempt#2013.year,.17167123
5207.zempt#2014.year,.44633049
5207.zempt#2015.year,.12775721
5207.zempt#2016.year,-.66236609
5207.zempt#2017.year,-.019231979
5207.zempt#2018.year,-.0038256017
5207.zempt#2019.year,-.32242003
5208.zempt#2012b.year,-.47348174
5208.zempt#2013.year,-.054613061
5208.zempt#2014.year,-.0893922
5208.zempt#2015.year,.044121359
5208.zempt#2016.year,-.49268702
5208.zempt#2017.year,-.30164742
5208.zempt#2018.year,.28998062
5208.zempt#2019.year,.18673901
5209.zempt#2012b.year,.4349041
5209.zempt#2013.year,.52910513
5209.zempt#2014.year,.83830237
5209.zempt#2015.year,.9373216
5209.zempt#2016.year,.10095613
5209.zempt#2017.year,1.122089
5209.zempt#2018.year,1.3024443
5209.zempt#2019.year,.6882394
5210.zempt#2012b.year,.18959782
5210.zempt#2013.year,.15966244
5210.zempt#2014.year,.10405759
5210.zempt#2015.year,.34166256
5210.zempt#2016.year,-.70473546
5210.zempt#2017.year,.28005326
5210.zempt#2018.year,.81792325
5210.zempt#2019.year,-.09381713
5211.zempt#2012b.year,.37753239
5211.zempt#2013.year,.41944841
5211.zempt#2014.year,.0046697869
5211.zempt#2015.year,.39287642
5211.zempt#2016.year,-.35470459
5211.zempt#2017.year,1.0486276
5211.zempt#2018.year,1.0414717
5211.zempt#2019.year,.42085928
5212.zempt#2012b.year,.46261302
5212.zempt#2013.year,.70223927
5212.zempt#2014.year,.21620494
5212.zempt#2015.year,.76993871
5212.zempt#2016.year,-.37940899
5212.zempt#2017.year,.39286488
5212.zempt#2018.year,.52294779
5212.zempt#2019.year,-.32577202
5213.zempt#2012b.year,.90357625
5213.zempt#2013.year,1.023863
5213.zempt#2014.year,1.3293701
5213.zempt#2015.year,1.2522668
5213.zempt#2016.year,.4530206
5213.zempt#2017.year,1.1909518
5213.zempt#2018.year,1.6950752
5213.zempt#2019.year,.94785756
5214.zempt#2012b.year,-.14734204
5214.zempt#2013.year,.41033322
5214.zempt#2014.year,.4219268
5214.zempt#2015.year,.29376394
5214.zempt#2016.year,-.3747617
5214.zempt#2017.year,.5281865
5214.zempt#2018.year,1.0981474
5214.zempt#2019.year,.047548626
5215.zempt#2012b.year,.1100388
5215.zempt#2013.year,-.0073422818
5215.zempt#2014.year,.20819865
5215.zempt#2015.year,.4794004
5215.zempt#2016.year,-.18689808
5215.zempt#2017.year,.030461414
5215.zempt#2018.year,.84272891
5215.zempt#2019.year,-.25764012
5216.zempt#2012b.year,-.48058099
5216.zempt#2013.year,.053442933
5216.zempt#2014.year,-.38752839
5216.zempt#2015.year,-.13319458
5216.zempt#2016.year,-.54576337
5216.zempt#2017.year,-.43735886
5216.zempt#2018.year,.053819459
5216.zempt#2019.year,-.40466616
5217.zempt#2012b.year,.20268878
5217.zempt#2013.year,.22723079
5217.zempt#2014.year,.16712044
5217.zempt#2015.year,.68180162
5217.zempt#2016.year,-.93945712
5217.zempt#2017.year,.036191154
5217.zempt#2018.year,.5313521
5217.zempt#2019.year,.37418136
5218.zempt#2012b.year,.24934852
5218.zempt#2013.year,.4183661
5218.zempt#2014.year,.58262426
5218.zempt#2015.year,.50724453
5218.zempt#2016.year,-.049848408
5218.zempt#2017.year,.57148457
5218.zempt#2018.year,.89525372
5218.zempt#2019.year,.43626723
5219.zempt#2012b.year,-.096802868
5219.zempt#2013.year,.72787738
5219.zempt#2014.year,.24513794
5219.zempt#2015.year,.76686281
5219.zempt#2016.year,.20425037
5219.zempt#2017.year,.77977979
5219.zempt#2018.year,1.4857912
5219.zempt#2019.year,.14269541
5301.zempt#2012b.year,-.59737766
5301.zempt#2013.year,-.29953364
5301.zempt#2014.year,1.2028515
5301.zempt#2015.year,1.3463788
5301.zempt#2016.year,-.20064212
5301.zempt#2017.year,.93965155
5301.zempt#2018.year,1.1944221
5301.zempt#2019.year,.35204193
5302.zempt#2012b.year,-.97953784
5302.zempt#2013.year,-1.2375294
5302.zempt#2014.year,-.33256918
5302.zempt#2015.year,.049638391
5302.zempt#2016.year,-.39797327
5302.zempt#2017.year,.13465336
5302.zempt#2018.year,.58699977
5302.zempt#2019.year,-.41880614
5303.zempt#2012b.year,.68581367
5303.zempt#2013.year,.60004473
5303.zempt#2014.year,1.8174711
5303.zempt#2015.year,2.0844157
5303.zempt#2016.year,.96555138
5303.zempt#2017.year,2.6765087
5303.zempt#2018.year,3.2555394
5303.zempt#2019.year,1.7955707
5304.zempt#2012b.year,-.91515398
5304.zempt#2013.year,-1.1555045
5304.zempt#2014.year,-.27945688
5304.zempt#2015.year,.23731567
5304.zempt#2016.year,-.62881225
5304.zempt#2017.year,.051338766
5304.zempt#2018.year,.50966531
5304.zempt#2019.year,-.1041024
5305.zempt#2012b.year,-.62572473
5305.zempt#2013.year,-.68202347
5305.zempt#2014.year,.30074733
5305.zempt#2015.year,.31788981
5305.zempt#2016.year,-.068733163
5305.zempt#2017.year,.41231984
5305.zempt#2018.year,.74324578
5305.zempt#2019.year,.085087463
5306.zempt#2012b.year,.052904997
5306.zempt#2013.year,.14106829
5306.zempt#2014.year,1.1908754
5306.zempt#2015.year,1.3229777
5306.zempt#2016.year,.64727622
5306.zempt#2017.year,1.5311766
5306.zempt#2018.year,1.8932786
5306.zempt#2019.year,1.1724256
5307.zempt#2012b.year,-1.0764226
5307.zempt#2013.year,-1.6277804
5307.zempt#2014.year,-.11050113
5307.zempt#2015.year,-.03565675
5307.zempt#2016.year,-1.0743319
5307.zempt#2017.year,-.44074085
5307.zempt#2018.year,-.050530124
5307.zempt#2019.year,-.023907507
5308.zempt#2012b.year,.15519002
5308.zempt#2013.year,-.020665471
5308.zempt#2014.year,1.1481657
5308.zempt#2015.year,1.3393916
5308.zempt#2016.year,1.4473437
5308.zempt#2017.year,1.2425276
5308.zempt#2018.year,1.6164209
5308.zempt#2019.year,.70991272
5309.zempt#2012b.year,-.42241833
5309.zempt#2013.year,-.53905386
5309.zempt#2014.year,.69143075
5309.zempt#2015.year,.92345977
5309.zempt#2016.year,.20231818
5309.zempt#2017.year,.58986551
5309.zempt#2018.year,1.1917003
5309.zempt#2019.year,.27246076
5310.zempt#2012b.year,-.82768017
5310.zempt#2013.year,-.81992793
5310.zempt#2014.year,.26847503
5310.zempt#2015.year,.12269928
5310.zempt#2016.year,-.65521348
5310.zempt#2017.year,.19483447
5310.zempt#2018.year,1.1577778
5310.zempt#2019.year,.0084824143
5311.zempt#2012b.year,-.33589408
5311.zempt#2013.year,-.5188638
5311.zempt#2014.year,.94560552
5311.zempt#2015.year,.38792792
5311.zempt#2016.year,-.44737741
5311.zempt#2017.year,.74719775
5311.zempt#2018.year,1.4478496
5311.zempt#2019.year,.38187909
5312.zempt#2012b.year,1.0060021
5312.zempt#2013.year,1.0964031
5312.zempt#2014.year,1.8724335
5312.zempt#2015.year,1.8778272
5312.zempt#2016.year,1.0051605
5312.zempt#2017.year,2.0115337
5312.zempt#2018.year,2.5329754
5312.zempt#2019.year,1.7989427
5313.zempt#2012b.year,-.8753354
5313.zempt#2013.year,-.62632108
5313.zempt#2014.year,.56520265
5313.zempt#2015.year,.7509774
5313.zempt#2016.year,-.17012395
5313.zempt#2017.year,.56334662
5313.zempt#2018.year,1.1181092
5313.zempt#2019.year,.28968602
5314.zempt#2012b.year,-.38142043
5314.zempt#2013.year,-.13489339
5314.zempt#2014.year,.44142649
5314.zempt#2015.year,.74731624
5314.zempt#2016.year,-.26715335
5314.zempt#2017.year,.70230401
5314.zempt#2018.year,.85733724
5314.zempt#2019.year,.67049909
5315.zempt#2012b.year,-.6423198
5315.zempt#2013.year,-.46210945
5315.zempt#2014.year,.74010843
5315.zempt#2015.year,.98317397
5315.zempt#2016.year,.27330783
5315.zempt#2017.year,.99987763
5315.zempt#2018.year,1.3768991
5315.zempt#2019.year,.46809983
5316.zempt#2012b.year,-.82771045
5316.zempt#2013.year,-1.4788706
5316.zempt#2014.year,.13220093
5316.zempt#2015.year,.20754008
5316.zempt#2016.year,-.92150635
5316.zempt#2017.year,.19322507
5316.zempt#2018.year,.42442918
5316.zempt#2019.year,-.060288329
5317.zempt#2012b.year,-.64179164
5317.zempt#2013.year,-.43501011
5317.zempt#2014.year,.72246498
5317.zempt#2015.year,1.1755197
5317.zempt#2016.year,-.30276355
5317.zempt#2017.year,.82467443
5317.zempt#2018.year,1.5270141
5317.zempt#2019.year,.45424464
5318.zempt#2012b.year,-.7590276
5318.zempt#2013.year,-.68191439
5318.zempt#2014.year,.54849273
5318.zempt#2015.year,.62151593
5318.zempt#2016.year,.060148224
5318.zempt#2017.year,.68722528
5318.zempt#2018.year,1.1817242
5318.zempt#2019.year,.18558207
5401.zempt#2012b.year,-.29296213
5401.zempt#2013.year,-.50114304
5401.zempt#2014.year,.004740898
5401.zempt#2015.year,.014556141
5401.zempt#2016.year,-1.1995363
5401.zempt#2017.year,-.62071931
5401.zempt#2018.year,.0043932702
5401.zempt#2019.year,-.6261732
5402.zempt#2012b.year,.76635963
5402.zempt#2013.year,.9723857
5402.zempt#2014.year,1.113217
5402.zempt#2015.year,1.2951797
5402.zempt#2016.year,.665712
5402.zempt#2017.year,1.4005506
5402.zempt#2018.year,2.013839
5402.zempt#2019.year,1.1221859
5403.zempt#2012b.year,.48449779
5403.zempt#2013.year,.63071841
5403.zempt#2014.year,.91522354
5403.zempt#2015.year,.70930165
5403.zempt#2016.year,.094477125
5403.zempt#2017.year,.77261961
5403.zempt#2018.year,1.3044994
5403.zempt#2019.year,.31211182
5404.zempt#2012b.year,-.23443817
5404.zempt#2013.year,-.21849249
5404.zempt#2014.year,.16497047
5404.zempt#2015.year,.30815631
5404.zempt#2016.year,-.047187522
5404.zempt#2017.year,.33285117
5404.zempt#2018.year,.64817077
5404.zempt#2019.year,-.15830657
5405.zempt#2012b.year,.89921808
5405.zempt#2013.year,1.0975138
5405.zempt#2014.year,1.2511199
5405.zempt#2015.year,1.4326988
5405.zempt#2016.year,.56882852
5405.zempt#2017.year,1.5161595
5405.zempt#2018.year,2.6349754
5405.zempt#2019.year,1.6465341
5406.zempt#2012b.year,-.0064324336
5406.zempt#2013.year,-.11918848
5406.zempt#2014.year,.26144373
5406.zempt#2015.year,.30350748
5406.zempt#2016.year,-.44861031
5406.zempt#2017.year,.097531572
5406.zempt#2018.year,.37642974
5406.zempt#2019.year,-.53886425
5407.zempt#2012b.year,-.025526462
5407.zempt#2013.year,.10734377
5407.zempt#2014.year,-.10015857
5407.zempt#2015.year,-.034543812
5407.zempt#2016.year,-.33460721
5407.zempt#2017.year,.26978043
5407.zempt#2018.year,.78583449
5407.zempt#2019.year,-.90029013
5408.zempt#2012b.year,.37754875
5408.zempt#2013.year,.93946284
5408.zempt#2014.year,1.2287623
5408.zempt#2015.year,.99288678
5408.zempt#2016.year,.25446072
5408.zempt#2017.year,.83485514
5408.zempt#2018.year,1.4373686
5408.zempt#2019.year,-.074388884
5409.zempt#2012b.year,.90928614
5409.zempt#2013.year,.81192565
5409.zempt#2014.year,1.2898766
5409.zempt#2015.year,1.6163549
5409.zempt#2016.year,.74589568
5409.zempt#2017.year,1.5821201
5409.zempt#2018.year,1.7176802
5409.zempt#2019.year,.77536279
5410.zempt#2012b.year,2.0424409
5410.zempt#2013.year,2.1545188
5410.zempt#2014.year,2.3792861
5410.zempt#2015.year,2.3326063
5410.zempt#2016.year,1.657793
5410.zempt#2017.year,2.4334671
5410.zempt#2018.year,3.0732419
5410.zempt#2019.year,2.4831572
5411.zempt#2012b.year,-.24216241
5411.zempt#2013.year,-.57953978
5411.zempt#2014.year,.57779324
5411.zempt#2015.year,.15866606
5411.zempt#2016.year,-.47676378
5411.zempt#2017.year,.30539367
5411.zempt#2018.year,.25048283
5411.zempt#2019.year,-.53765941
