var,coef
5412.zempt#2012b.year,-.85192263
5412.zempt#2013.year,-.38554302
5412.zempt#2014.year,-.085516147
5412.zempt#2015.year,-.44658676
5412.zempt#2016.year,-.75977063
5412.zempt#2017.year,-.30680901
5412.zempt#2018.year,.26910338
5412.zempt#2019.year,-.51630419
5413.zempt#2012b.year,.5781213
5413.zempt#2013.year,.52855229
5413.zempt#2014.year,.96694511
5413.zempt#2015.year,1.144298
5413.zempt#2016.year,.51445216
5413.zempt#2017.year,1.124974
5413.zempt#2018.year,1.5054475
5413.zempt#2019.year,.51047266
7201.zempt#2012b.year,.14198168
7201.zempt#2013.year,.34065151
7201.zempt#2014.year,.76700228
7201.zempt#2015.year,.87105566
7201.zempt#2016.year,.45598203
7201.zempt#2017.year,1.0125661
7201.zempt#2018.year,1.6207035
7201.zempt#2019.year,.2434542
7202.zempt#2012b.year,.17785408
7202.zempt#2013.year,.20918393
7202.zempt#2014.year,.38099208
7202.zempt#2015.year,.34612185
7202.zempt#2016.year,-.030683216
7202.zempt#2017.year,.19549325
7202.zempt#2018.year,.51998311
7202.zempt#2019.year,-.20883164
7203.zempt#2012b.year,-.10591478
7203.zempt#2013.year,-.14509237
7203.zempt#2014.year,-.12178444
7203.zempt#2015.year,-.061463404
7203.zempt#2016.year,-.31437436
7203.zempt#2017.year,-.42706317
7203.zempt#2018.year,.35943937
7203.zempt#2019.year,-.92632812
7204.zempt#2012b.year,1.7765023
7204.zempt#2013.year,1.9240848
7204.zempt#2014.year,2.2311771
7204.zempt#2015.year,2.4167945
7204.zempt#2016.year,1.5846975
7204.zempt#2017.year,2.4216521
7204.zempt#2018.year,2.8377872
7204.zempt#2019.year,1.9520552
7205.zempt#2012b.year,.62675399
7205.zempt#2013.year,1.0523499
7205.zempt#2014.year,1.1764234
7205.zempt#2015.year,1.3118374
7205.zempt#2016.year,.65987682
7205.zempt#2017.year,1.6539268
7205.zempt#2018.year,1.9830276
7205.zempt#2019.year,.55486363
7206.zempt#2012b.year,.96009433
7206.zempt#2013.year,.91928613
7206.zempt#2014.year,1.1411214
7206.zempt#2015.year,1.7032003
7206.zempt#2016.year,-.039499965
7206.zempt#2017.year,.90348518
7206.zempt#2018.year,1.4068475
7206.zempt#2019.year,-.31091034
7207.zempt#2012b.year,.88360178
7207.zempt#2013.year,.82600373
7207.zempt#2014.year,1.0176902
7207.zempt#2015.year,1.30741
7207.zempt#2016.year,.62258297
7207.zempt#2017.year,.88971335
7207.zempt#2018.year,1.2534922
7207.zempt#2019.year,.0071625845
7208.zempt#2012b.year,.50659335
7208.zempt#2013.year,.54060674
7208.zempt#2014.year,.89046663
7208.zempt#2015.year,.88952923
7208.zempt#2016.year,.3832871
7208.zempt#2017.year,.65449661
7208.zempt#2018.year,1.1908764
7208.zempt#2019.year,-.049867727
7209.zempt#2012b.year,.74252009
7209.zempt#2013.year,.96365523
7209.zempt#2014.year,1.1573987
7209.zempt#2015.year,1.0136534
7209.zempt#2016.year,.35306001
7209.zempt#2017.year,1.1088227
7209.zempt#2018.year,1.4550078
7209.zempt#2019.year,.71760225
7210.zempt#2012b.year,.35575363
7210.zempt#2013.year,.44871542
7210.zempt#2014.year,.42669207
7210.zempt#2015.year,.59334087
7210.zempt#2016.year,-.43120432
7210.zempt#2017.year,.5467391
7210.zempt#2018.year,1.00009
7210.zempt#2019.year,-.33874765
7211.zempt#2012b.year,.14047243
7211.zempt#2013.year,.4308351
7211.zempt#2014.year,.24028663
7211.zempt#2015.year,.79725379
7211.zempt#2016.year,-.0075042783
7211.zempt#2017.year,.096154958
7211.zempt#2018.year,.82216734
7211.zempt#2019.year,-.59561217
7212.zempt#2012b.year,.75436956
7212.zempt#2013.year,1.1521442
7212.zempt#2014.year,1.1461239
7212.zempt#2015.year,1.2447208
7212.zempt#2016.year,.77840877
7212.zempt#2017.year,1.2385881
7212.zempt#2018.year,1.7725332
7212.zempt#2019.year,.6224001
7213.zempt#2012b.year,1.7903494
7213.zempt#2013.year,1.4381244
7213.zempt#2014.year,1.2695493
7213.zempt#2015.year,1.7882794
7213.zempt#2016.year,1.7809522
7213.zempt#2017.year,1.7700635
7213.zempt#2018.year,2.0197301
7213.zempt#2019.year,1.0401299
7214.zempt#2012b.year,1.6901897
7214.zempt#2013.year,2.0299265
7214.zempt#2014.year,2.3108327
7214.zempt#2015.year,2.3035965
7214.zempt#2016.year,1.7987093
7214.zempt#2017.year,2.6312096
7214.zempt#2018.year,2.8075118
7214.zempt#2019.year,2.016614
7301.zempt#2012b.year,.50483757
7301.zempt#2013.year,.56210774
7301.zempt#2014.year,.87625813
7301.zempt#2015.year,.60524136
7301.zempt#2016.year,.55568647
7301.zempt#2017.year,.71941835
7301.zempt#2018.year,1.4345334
7301.zempt#2019.year,.0024864476
7302.zempt#2012b.year,-.050992616
7302.zempt#2013.year,.28055733
7302.zempt#2014.year,-.13542631
7302.zempt#2015.year,.7498852
7302.zempt#2016.year,1.0943489
7302.zempt#2017.year,.66007525
7302.zempt#2018.year,.5477522
7302.zempt#2019.year,-.6258899
7303.zempt#2012b.year,.03176016
7303.zempt#2013.year,1.1880224
7303.zempt#2014.year,.55887204
7303.zempt#2015.year,1.3599607
7303.zempt#2016.year,.4818877
7303.zempt#2017.year,.08386261
7303.zempt#2018.year,.96797597
7303.zempt#2019.year,-.16263717
7304.zempt#2012b.year,.012040393
7304.zempt#2013.year,.32598087
7304.zempt#2014.year,.64704895
7304.zempt#2015.year,.73572069
7304.zempt#2016.year,.61235434
7304.zempt#2017.year,.70482367
7304.zempt#2018.year,1.0175859
7304.zempt#2019.year,.41924813
7305.zempt#2012b.year,-.73941588
7305.zempt#2013.year,-.32912511
7305.zempt#2014.year,-.38343686
7305.zempt#2015.year,-.24869055
7305.zempt#2016.year,-.76259005
7305.zempt#2017.year,-.061387792
7305.zempt#2018.year,.59999621
7305.zempt#2019.year,-.27070266
7306.zempt#2012b.year,.43320629
7306.zempt#2013.year,.82327896
7306.zempt#2014.year,.8499679
7306.zempt#2015.year,.59464443
7306.zempt#2016.year,.29253972
7306.zempt#2017.year,.39389426
7306.zempt#2018.year,.74645609
7306.zempt#2019.year,.18939129
7307.zempt#2012b.year,.29698765
7307.zempt#2013.year,.32428578
7307.zempt#2014.year,.27965915
7307.zempt#2015.year,.53532219
7307.zempt#2016.year,-.1261968
7307.zempt#2017.year,.55796659
7307.zempt#2018.year,.74122614
7307.zempt#2019.year,-.34000632
7308.zempt#2012b.year,.42104897
7308.zempt#2013.year,.24312438
7308.zempt#2014.year,.41222358
7308.zempt#2015.year,.13759877
7308.zempt#2016.year,.063985236
7308.zempt#2017.year,-.03748998
7308.zempt#2018.year,.39091352
7308.zempt#2019.year,-.6459989
7309.zempt#2012b.year,.8255266
7309.zempt#2013.year,1.2362812
7309.zempt#2014.year,1.1234274
7309.zempt#2015.year,1.5632039
7309.zempt#2016.year,1.3294847
7309.zempt#2017.year,1.904078
7309.zempt#2018.year,2.257313
7309.zempt#2019.year,1.5365069
7310.zempt#2012b.year,.52841932
7310.zempt#2013.year,.55888385
7310.zempt#2014.year,.93287361
7310.zempt#2015.year,1.2242095
7310.zempt#2016.year,.59119886
7310.zempt#2017.year,.83553153
7310.zempt#2018.year,1.0619987
7310.zempt#2019.year,-.038046423
7311.zempt#2012b.year,.43196136
7311.zempt#2013.year,.67010432
7311.zempt#2014.year,1.0452694
7311.zempt#2015.year,.8622297
7311.zempt#2016.year,.51689094
7311.zempt#2017.year,.9647401
7311.zempt#2018.year,1.1999857
7311.zempt#2019.year,.085959613
7312.zempt#2012b.year,.73106641
7312.zempt#2013.year,1.5047557
7312.zempt#2014.year,1.1130799
7312.zempt#2015.year,1.2153866
7312.zempt#2016.year,.088807859
7312.zempt#2017.year,2.3722675
7312.zempt#2018.year,1.9024538
7312.zempt#2019.year,.89881968
7313.zempt#2012b.year,.92290491
7313.zempt#2013.year,.93908173
7313.zempt#2014.year,1.5033242
7313.zempt#2015.year,1.2241161
7313.zempt#2016.year,.75326675
7313.zempt#2017.year,1.0361921
7313.zempt#2018.year,1.3577698
7313.zempt#2019.year,.32377255
7401.zempt#2012b.year,-.9035365
7401.zempt#2013.year,-.076347955
7401.zempt#2014.year,.054247487
7401.zempt#2015.year,.34920877
7401.zempt#2016.year,-.12700729
7401.zempt#2017.year,.38590065
7401.zempt#2018.year,.95218492
7401.zempt#2019.year,-.18538852
7402.zempt#2012b.year,-1.3032049
7402.zempt#2013.year,-.14266557
7402.zempt#2014.year,.13504983
7402.zempt#2015.year,.18164381
7402.zempt#2016.year,-.044885125
7402.zempt#2017.year,.14124307
7402.zempt#2018.year,.3473275
7402.zempt#2019.year,-.55574
7403.zempt#2012b.year,-1.3545749
7403.zempt#2013.year,-.40885285
7403.zempt#2014.year,-.064245149
7403.zempt#2015.year,-.12999244
7403.zempt#2016.year,-.46199656
7403.zempt#2017.year,-.27707082
7403.zempt#2018.year,.10173582
7403.zempt#2019.year,-.62524992
7404.zempt#2012b.year,-.20465763
7404.zempt#2013.year,.74782294
7404.zempt#2014.year,.92038751
7404.zempt#2015.year,1.0607038
7404.zempt#2016.year,.52578348
7404.zempt#2017.year,.93381643
7404.zempt#2018.year,1.4082716
7404.zempt#2019.year,.53828144
8201.zempt#2012b.year,1.202298
8201.zempt#2013.year,1.7349919
8201.zempt#2014.year,2.8608127
8201.zempt#2015.year,2.9153035
8201.zempt#2016.year,2.5212655
8201.zempt#2017.year,2.4548609
8201.zempt#2018.year,3.0069525
8201.zempt#2019.year,1.9739684
8202.zempt#2012b.year,-.14315842
8202.zempt#2013.year,.87802303
8202.zempt#2014.year,.99002236
8202.zempt#2015.year,1.1725925
8202.zempt#2016.year,.59746587
8202.zempt#2017.year,.93719941
8202.zempt#2018.year,1.6838472
8202.zempt#2019.year,.93242681
8203.zempt#2012b.year,-.22196081
8203.zempt#2013.year,.66727823
8203.zempt#2014.year,.92814505
8203.zempt#2015.year,1.1991125
8203.zempt#2016.year,.18785919
8203.zempt#2017.year,.83718085
8203.zempt#2018.year,1.4840031
8203.zempt#2019.year,.75615251
8204.zempt#2012b.year,-.59723967
8204.zempt#2013.year,.4115555
8204.zempt#2014.year,.68766308
8204.zempt#2015.year,.59028906
8204.zempt#2016.year,-.32356042
8204.zempt#2017.year,.56075758
8204.zempt#2018.year,.82378018
8204.zempt#2019.year,.48625916
8205.zempt#2012b.year,-.95002711
8205.zempt#2013.year,.85220635
8205.zempt#2014.year,1.0602283
8205.zempt#2015.year,.58350414
8205.zempt#2016.year,.2062941
8205.zempt#2017.year,.66003144
8205.zempt#2018.year,.6717366
8205.zempt#2019.year,-.74867034
8206.zempt#2012b.year,1.6129198
8206.zempt#2013.year,1.7867131
8206.zempt#2014.year,2.6979413
8206.zempt#2015.year,2.7136827
8206.zempt#2016.year,2.2833848
8206.zempt#2017.year,2.6552794
8206.zempt#2018.year,2.8754971
8206.zempt#2019.year,1.9641887
8207.zempt#2012b.year,-.083775856
8207.zempt#2013.year,1.5412165
8207.zempt#2014.year,1.6859312
8207.zempt#2015.year,1.5857165
8207.zempt#2016.year,1.2586668
8207.zempt#2017.year,1.2926699
8207.zempt#2018.year,2.3822818
8207.zempt#2019.year,1.6659373
8208.zempt#2012b.year,.25280032
8208.zempt#2013.year,1.4636121
8208.zempt#2014.year,1.7089278
8208.zempt#2015.year,1.6530627
8208.zempt#2016.year,.73843455
8208.zempt#2017.year,1.6538283
8208.zempt#2018.year,2.0374887
8208.zempt#2019.year,1.2832713
8209.zempt#2012b.year,.58617294
8209.zempt#2013.year,1.6504278
8209.zempt#2014.year,2.113121
8209.zempt#2015.year,2.0916219
8209.zempt#2016.year,1.0656216
8209.zempt#2017.year,1.8599347
8209.zempt#2018.year,2.4331846
8209.zempt#2019.year,1.3412864
8210.zempt#2012b.year,2.0396557
8210.zempt#2013.year,2.9816895
8210.zempt#2014.year,3.2897239
8210.zempt#2015.year,3.409534
8210.zempt#2016.year,2.1175508
8210.zempt#2017.year,3.5988343
8210.zempt#2018.year,4.074688
8210.zempt#2019.year,3.2317643
8211.zempt#2012b.year,.58569139
8211.zempt#2013.year,1.0937728
8211.zempt#2014.year,1.6490942
8211.zempt#2015.year,1.8672616
8211.zempt#2016.year,1.3486069
8211.zempt#2017.year,1.8917311
8211.zempt#2018.year,2.3317363
8211.zempt#2019.year,1.5513982
8212.zempt#2012b.year,-.3698594
8212.zempt#2013.year,.54036182
8212.zempt#2014.year,.52857989
8212.zempt#2015.year,.56737715
8212.zempt#2016.year,.059199791
8212.zempt#2017.year,.637703
8212.zempt#2018.year,1.2229557
8212.zempt#2019.year,.47617894
8213.zempt#2012b.year,.2954075
8213.zempt#2013.year,1.7502517
8213.zempt#2014.year,2.0390267
8213.zempt#2015.year,1.9876423
8213.zempt#2016.year,1.2592987
8213.zempt#2017.year,1.9714054
8213.zempt#2018.year,2.2376704
8213.zempt#2019.year,1.345485
8214.zempt#2012b.year,2.1436424
8214.zempt#2013.year,3.1802306
8214.zempt#2014.year,3.506603
8214.zempt#2015.year,3.5764072
8214.zempt#2016.year,2.7787511
8214.zempt#2017.year,3.621383
8214.zempt#2018.year,4.1943626
8214.zempt#2019.year,3.4209003
8215.zempt#2012b.year,1.3518901
8215.zempt#2013.year,2.5561795
8215.zempt#2014.year,2.7884731
8215.zempt#2015.year,3.2326305
8215.zempt#2016.year,2.3632128
8215.zempt#2017.year,3.1055925
8215.zempt#2018.year,3.4866877
8215.zempt#2019.year,1.3404026
8216.zempt#2012b.year,.55414534
8216.zempt#2013.year,1.3943055
8216.zempt#2014.year,1.9547698
8216.zempt#2015.year,2.2785046
8216.zempt#2016.year,1.3698391
8216.zempt#2017.year,2.0887275
8216.zempt#2018.year,2.8034387
8216.zempt#2019.year,1.8260841
8217.zempt#2012b.year,1.0880195
8217.zempt#2013.year,2.0064061
8217.zempt#2014.year,4.5624976
8217.zempt#2015.year,2.7058136
8217.zempt#2016.year,1.8904821
8217.zempt#2017.year,2.2961361
8217.zempt#2018.year,2.514003
8217.zempt#2019.year,1.4017252
8218.zempt#2012b.year,.91867435
8218.zempt#2013.year,1.7768147
8218.zempt#2014.year,2.2247543
8218.zempt#2015.year,2.2602103
8218.zempt#2016.year,1.5345559
8218.zempt#2017.year,2.325819
8218.zempt#2018.year,3.1895747
8218.zempt#2019.year,2.2532356
8219.zempt#2012b.year,.67957735
8219.zempt#2013.year,1.7674009
8219.zempt#2014.year,1.9162408
8219.zempt#2015.year,1.9860671
8219.zempt#2016.year,1.6621919
8219.zempt#2017.year,2.0193186
8219.zempt#2018.year,2.335079
8219.zempt#2019.year,1.4598216
8220.zempt#2012b.year,1.2364826
8220.zempt#2013.year,2.0074966
8220.zempt#2014.year,2.182621
8220.zempt#2015.year,2.5375028
8220.zempt#2016.year,2.2061033
8220.zempt#2017.year,2.5811448
8220.zempt#2018.year,3.2499673
8220.zempt#2019.year,2.3974206
8221.zempt#2012b.year,.56504661
8221.zempt#2013.year,2.0994132
8221.zempt#2014.year,2.1875534
8221.zempt#2015.year,2.3704309
8221.zempt#2016.year,1.5470665
8221.zempt#2017.year,1.8173182
8221.zempt#2018.year,2.4913239
8221.zempt#2019.year,1.475991
8222.zempt#2012b.year,.40225038
8222.zempt#2013.year,2.1508241
8222.zempt#2014.year,2.3932121
8222.zempt#2015.year,2.3864038
8222.zempt#2016.year,2.0935721
8222.zempt#2017.year,2.3804295
8222.zempt#2018.year,2.9845762
8222.zempt#2019.year,1.4502393
8301.zempt#2012b.year,.016710911
8301.zempt#2013.year,.20367952
8301.zempt#2014.year,.44891751
8301.zempt#2015.year,.4866797
8301.zempt#2016.year,.18420866
8301.zempt#2017.year,.89631498
8301.zempt#2018.year,1.1251993
8301.zempt#2019.year,.077258199
8302.zempt#2012b.year,-.26602966
8302.zempt#2013.year,.29521996
8302.zempt#2014.year,.53166336
8302.zempt#2015.year,.35879305
8302.zempt#2016.year,-.0446801
8302.zempt#2017.year,.77728319
8302.zempt#2018.year,.93778014
8302.zempt#2019.year,.27852422
8303.zempt#2012b.year,.085742675
8303.zempt#2013.year,.38437891
8303.zempt#2014.year,.34013969
8303.zempt#2015.year,.43634707
8303.zempt#2016.year,-.36500123
8303.zempt#2017.year,.19741532
8303.zempt#2018.year,1.0229813
8303.zempt#2019.year,-.013149416
8304.zempt#2012b.year,-.40967858
8304.zempt#2013.year,-.24462295
8304.zempt#2014.year,-.41188467
8304.zempt#2015.year,-.22789921
8304.zempt#2016.year,-.38397932
8304.zempt#2017.year,-.2383723
8304.zempt#2018.year,.22586691
8304.zempt#2019.year,-.21015929
8305.zempt#2012b.year,-1.6305298
8305.zempt#2013.year,-1.2575289
8305.zempt#2014.year,-1.0137377
8305.zempt#2015.year,-1.1112438
8305.zempt#2016.year,-.9663645
8305.zempt#2017.year,-1.2781141
8305.zempt#2018.year,-.254796
8305.zempt#2019.year,-.70699447
8306.zempt#2012b.year,-.73437607
8306.zempt#2013.year,-.58916754
8306.zempt#2014.year,-.22112349
8306.zempt#2015.year,-.23617908
8306.zempt#2016.year,-.95211786
8306.zempt#2017.year,.15175241
8306.zempt#2018.year,.35272345
8306.zempt#2019.year,-.77709103
8307.zempt#2012b.year,-.53554362
8307.zempt#2013.year,-.64071202
8307.zempt#2014.year,-.12781081
8307.zempt#2015.year,-.32950905
8307.zempt#2016.year,-.64174396
8307.zempt#2017.year,.41324309
8307.zempt#2018.year,.49555063
8307.zempt#2019.year,-.14821453
8308.zempt#2012b.year,.23529929
8308.zempt#2013.year,.33492184
8308.zempt#2014.year,.53488785
8308.zempt#2015.year,.4230547
8308.zempt#2016.year,.035255156
8308.zempt#2017.year,.34146819
8308.zempt#2018.year,.85211891
8308.zempt#2019.year,.17162356
8309.zempt#2012b.year,1.0862204
8309.zempt#2013.year,2.0143914
8309.zempt#2014.year,1.4792874
8309.zempt#2015.year,.84106457
8309.zempt#2016.year,.91446483
8309.zempt#2017.year,1.2240201
8309.zempt#2018.year,1.7274638
8309.zempt#2019.year,1.2537887
8310.zempt#2012b.year,1.256328
8310.zempt#2013.year,1.5133024
8310.zempt#2014.year,1.775309
8310.zempt#2015.year,1.8647112
8310.zempt#2016.year,.91523629
8310.zempt#2017.year,1.8597347
8310.zempt#2018.year,2.4270554
8310.zempt#2019.year,1.7384142
8311.zempt#2012b.year,1.1891848
8311.zempt#2013.year,.73794061
8311.zempt#2014.year,.92793834
8311.zempt#2015.year,1.4985443
8311.zempt#2016.year,-.22855316
8311.zempt#2017.year,.4500291
8311.zempt#2018.year,1.7922977
8311.zempt#2019.year,.91819179
8312.zempt#2012b.year,.23521379
8312.zempt#2013.year,.71557677
8312.zempt#2014.year,.54813337
8312.zempt#2015.year,.34300253
8312.zempt#2016.year,-.62576723
8312.zempt#2017.year,.60651308
8312.zempt#2018.year,.60632861
8312.zempt#2019.year,-.12302846
9101.zempt#2012b.year,.19466205
9101.zempt#2013.year,.77283525
9101.zempt#2014.year,.89979899
9101.zempt#2015.year,.53606147
9101.zempt#2016.year,.35392278
9101.zempt#2017.year,.82750869
9101.zempt#2018.year,.79683781
9101.zempt#2019.year,-.36279386
9102.zempt#2012b.year,-.065560311
9102.zempt#2013.year,.34818429
9102.zempt#2014.year,.5739367
9102.zempt#2015.year,.62892246
9102.zempt#2016.year,-.16345961
9102.zempt#2017.year,.40479034
9102.zempt#2018.year,1.4649382
9102.zempt#2019.year,-.82607847
9103.zempt#2012b.year,.75116318
9103.zempt#2013.year,.87990099
9103.zempt#2014.year,1.0017821
9103.zempt#2015.year,1.3481463
9103.zempt#2016.year,.53701562
9103.zempt#2017.year,.79624361
9103.zempt#2018.year,1.4688079
9103.zempt#2019.year,-.16947266
9104.zempt#2012b.year,.37872967
9104.zempt#2013.year,.83409578
9104.zempt#2014.year,.54950118
9104.zempt#2015.year,.85014307
9104.zempt#2016.year,-.045938026
9104.zempt#2017.year,.62997764
9104.zempt#2018.year,1.3061583
9104.zempt#2019.year,-.14602795
9105.zempt#2012b.year,2.4371977
9105.zempt#2013.year,2.7044368
9105.zempt#2014.year,2.976867
9105.zempt#2015.year,2.965101
9105.zempt#2016.year,2.4174387
9105.zempt#2017.year,2.4572542
9105.zempt#2018.year,3.3358283
9105.zempt#2019.year,2.3800666
9106.zempt#2012b.year,1.1955718
9106.zempt#2013.year,1.4240745
9106.zempt#2014.year,1.5399127
9106.zempt#2015.year,1.6890688
9106.zempt#2016.year,1.4125184
9106.zempt#2017.year,1.7814833
9106.zempt#2018.year,2.2513328
9106.zempt#2019.year,.95122921
9107.zempt#2012b.year,.64592487
9107.zempt#2013.year,1.0981059
9107.zempt#2014.year,1.4465058
9107.zempt#2015.year,1.9286541
9107.zempt#2016.year,.64749199
9107.zempt#2017.year,1.6421869
9107.zempt#2018.year,1.7670038
9107.zempt#2019.year,-.6398893
9108.zempt#2012b.year,.95473635
9108.zempt#2013.year,1.1501312
9108.zempt#2014.year,.90109378
9108.zempt#2015.year,1.1922797
9108.zempt#2016.year,.46671122
9108.zempt#2017.year,.93458277
9108.zempt#2018.year,1.3808109
9108.zempt#2019.year,-.22906102
9109.zempt#2012b.year,.3820743
9109.zempt#2013.year,1.9954149
9109.zempt#2014.year,1.3053354
9109.zempt#2015.year,.51933074
9109.zempt#2016.year,-.084489346
9109.zempt#2017.year,.98533487
9109.zempt#2018.year,.81728709
9109.zempt#2019.year,-.74017459
9110.zempt#2012b.year,.24547006
9110.zempt#2013.year,.10144126
9110.zempt#2014.year,.54751241
9110.zempt#2015.year,.99984783
9110.zempt#2016.year,-.60871816
9110.zempt#2017.year,.60910499
9110.zempt#2018.year,.61938143
9110.zempt#2019.year,-.68758672
9111.zempt#2012b.year,1.9823238
9111.zempt#2013.year,2.1710978
9111.zempt#2014.year,2.2374485
9111.zempt#2015.year,2.2706668
9111.zempt#2016.year,1.5059223
9111.zempt#2017.year,2.3454275
9111.zempt#2018.year,2.553664
9111.zempt#2019.year,1.534976
9112.zempt#2012b.year,.5867151
9112.zempt#2013.year,.90812773
9112.zempt#2014.year,.71448892
9112.zempt#2015.year,1.3606763
9112.zempt#2016.year,.6014753
9112.zempt#2017.year,1.039467
9112.zempt#2018.year,1.4458928
9112.zempt#2019.year,-.22676553
9113.zempt#2012b.year,-.54823232
9113.zempt#2013.year,-.39066437
9113.zempt#2014.year,-.28709614
9113.zempt#2015.year,.016408399
9113.zempt#2016.year,-.26999661
9113.zempt#2017.year,.15646957
9113.zempt#2018.year,.60900635
9113.zempt#2019.year,-.57876885
9114.zempt#2012b.year,.91660494
9114.zempt#2013.year,1.4045701
9114.zempt#2014.year,.71880352
9114.zempt#2015.year,1.1480232
9114.zempt#2016.year,.50792438
9114.zempt#2017.year,.9123289
9114.zempt#2018.year,1.4631191
9114.zempt#2019.year,-.48467153
9115.zempt#2012b.year,.70605731
9115.zempt#2013.year,1.0914447
9115.zempt#2014.year,.91235638
9115.zempt#2015.year,1.1580927
9115.zempt#2016.year,.59886289
9115.zempt#2017.year,.89147764
9115.zempt#2018.year,1.2649925
9115.zempt#2019.year,-.074887708
9116.zempt#2012b.year,.41187254
9116.zempt#2013.year,.67188275
9116.zempt#2014.year,.29444295
9116.zempt#2015.year,.20621191
9116.zempt#2016.year,.090379886
9116.zempt#2017.year,.51130962
9116.zempt#2018.year,1.2907412
9116.zempt#2019.year,-1.0540041
9301.zempt#2012b.year,1.3016754
9301.zempt#2013.year,1.2602586
9301.zempt#2014.year,1.4278235
9301.zempt#2015.year,1.4801451
9301.zempt#2016.year,1.0544548
9301.zempt#2017.year,1.7533892
9301.zempt#2018.year,2.0772092
9301.zempt#2019.year,.28401253
9302.zempt#2012b.year,1.164845
9302.zempt#2013.year,1.4726712
9302.zempt#2014.year,1.8656839
9302.zempt#2015.year,1.5925704
9302.zempt#2016.year,.60077655
9302.zempt#2017.year,2.2137287
9302.zempt#2018.year,1.7787204
9302.zempt#2019.year,.11816368
9303.zempt#2012b.year,1.3152341
9303.zempt#2013.year,1.9745798
9303.zempt#2014.year,1.9111044
9303.zempt#2015.year,1.9565525
9303.zempt#2016.year,1.1139517
9303.zempt#2017.year,1.4495387
9303.zempt#2018.year,1.8096447
9303.zempt#2019.year,-.074738994
9304.zempt#2012b.year,.62060469
9304.zempt#2013.year,.84704643
9304.zempt#2014.year,1.1340863
9304.zempt#2015.year,1.1066053
9304.zempt#2016.year,.48247221
9304.zempt#2017.year,1.2623698
9304.zempt#2018.year,1.0039479
9304.zempt#2019.year,-.14827237
9305.zempt#2012b.year,3.1538053
9305.zempt#2013.year,3.3531582
9305.zempt#2014.year,3.4796374
9305.zempt#2015.year,3.6275759
9305.zempt#2016.year,2.3861706
9305.zempt#2017.year,3.7457075
9305.zempt#2018.year,4.1118536
9305.zempt#2019.year,3.0576704
9306.zempt#2012b.year,.43257776
9306.zempt#2013.year,.93478638
9306.zempt#2014.year,1.1960125
9306.zempt#2015.year,.77022541
9306.zempt#2016.year,.44738397
9306.zempt#2017.year,1.1845102
9306.zempt#2018.year,1.4248141
9306.zempt#2019.year,-.17704824
9307.zempt#2012b.year,1.5622461
9307.zempt#2013.year,1.8874338
9307.zempt#2014.year,1.9478018
9307.zempt#2015.year,2.0106866
9307.zempt#2016.year,1.565758
9307.zempt#2017.year,2.0286653
9307.zempt#2018.year,2.3851335
9307.zempt#2019.year,1.1157117
9308.zempt#2012b.year,2.7730176
9308.zempt#2013.year,2.9612873
9308.zempt#2014.year,3.2470527
9308.zempt#2015.year,3.2512865
9308.zempt#2016.year,2.4838688
9308.zempt#2017.year,3.2303319
9308.zempt#2018.year,3.7965586
9308.zempt#2019.year,2.7001922
9309.zempt#2012b.year,.91118735
9309.zempt#2013.year,1.3190086
9309.zempt#2014.year,1.7397364
9309.zempt#2015.year,1.3328424
9309.zempt#2016.year,.56181312
9309.zempt#2017.year,1.2643087
9309.zempt#2018.year,1.8607843
9309.zempt#2019.year,-.24236646
9310.zempt#2012b.year,2.4277818
9310.zempt#2013.year,2.6465442
9310.zempt#2014.year,2.8523974
9310.zempt#2015.year,2.9480696
9310.zempt#2016.year,2.2768879
9310.zempt#2017.year,2.8927011
9310.zempt#2018.year,3.5480764
9310.zempt#2019.year,2.3221977
9311.zempt#2012b.year,2.8877518
9311.zempt#2013.year,2.7162008
9311.zempt#2014.year,2.8472903
9311.zempt#2015.year,3.1457872
9311.zempt#2016.year,2.94367
9311.zempt#2017.year,3.5200448
9311.zempt#2018.year,4.0664001
9311.zempt#2019.year,3.013725
9312.zempt#2012b.year,1.145887
9312.zempt#2013.year,1.3716328
9312.zempt#2014.year,1.3923186
9312.zempt#2015.year,1.1189133
9312.zempt#2016.year,.7954672
9312.zempt#2017.year,1.7358035
9312.zempt#2018.year,1.3377966
9312.zempt#2019.year,.53691167
9313.zempt#2012b.year,1.2470225
9313.zempt#2013.year,1.2848971
9313.zempt#2014.year,1.1850004
9313.zempt#2015.year,1.3356898
9313.zempt#2016.year,.70938581
9313.zempt#2017.year,1.5489839
9313.zempt#2018.year,1.6382267
9313.zempt#2019.year,.14581451
9314.zempt#2012b.year,1.0102986
9314.zempt#2013.year,1.6572914
9314.zempt#2014.year,1.7569085
9314.zempt#2015.year,1.8030457
9314.zempt#2016.year,1.0678003
9314.zempt#2017.year,1.9170358
9314.zempt#2018.year,2.3353992
9314.zempt#2019.year,.58642656
9315.zempt#2012b.year,1.0391636
9315.zempt#2013.year,1.3339223
9315.zempt#2014.year,1.4639219
9315.zempt#2015.year,1.4442909
9315.zempt#2016.year,.78426343
9315.zempt#2017.year,1.4047922
9315.zempt#2018.year,1.8345859
9315.zempt#2019.year,.56411868
9316.zempt#2012b.year,1.215688
9316.zempt#2013.year,.94737035
9316.zempt#2014.year,1.1494555
9316.zempt#2015.year,1.0366917
9316.zempt#2016.year,.74561954
